id,order_id,payment_method,amount
269,223,bank_transfer,800
270,224,credit_card,700
271,225,coupon,900
272,226,bank_transfer,2200
273,227,credit_card,900
274,227,bank_transfer,2400
275,227,credit_card,2400
276,228,gift_card,1200
277,229,bank_transfer,1500
278,230,gift_card,200
279,230,gift_card,2300
280,231,credit_card,900
281,231,credit_card,700
282,232,credit_card,2600
283,233,credit_card,300
284,234,credit_card,2200
285,234,bank_transfer,1200
286,234,credit_card,1600
287,235,credit_card,2000
288,236,credit_card,2500
289,237,credit_card,1700
290,238,credit_card,2500
291,239,credit_card,2400
292,240,credit_card,300
293,241,credit_card,600
294,242,coupon,2600
295,243,credit_card,2200
296,244,bank_transfer,2700
297,245,coupon,1400
298,246,bank_transfer,1200
299,247,coupon,1600
300,247,bank_transfer,2600
301,248,gift_card,1500
302,249,coupon,500
303,250,bank_transfer,800
304,251,credit_card,2000
305,252,coupon,2600
306,253,bank_transfer,1000
307,254,credit_card,600
308,255,bank_transfer,1400
309,256,credit_card,1000
310,257,coupon,600
311,258,bank_transfer,2800
312,259,credit_card,2300
313,260,gift_card,600
314,260,credit_card,1300
315,260,coupon,900
316,261,credit_card,2100
317,262,bank_transfer,2800
318,263,credit_card,2000
319,263,bank_transfer,2700
320,263,credit_card,700
321,264,credit_card,700
322,265,credit_card,100
323,266,credit_card,2000
324,267,bank_transfer,1100
325,268,credit_card,2300
326,269,credit_card,1500
327,269,coupon,700
328,270,gift_card,1200
329,271,bank_transfer,800
330,272,credit_card,1000
331,273,credit_card,1100
332,274,credit_card,900
333,275,bank_transfer,2700
334,276,credit_card,100
335,277,credit_card,700
336,278,bank_transfer,2900
337,279,bank_transfer,1600
338,280,bank_transfer,300
339,281,coupon,2900
340,281,credit_card,900
341,282,bank_transfer,2100
342,283,credit_card,1400
343,284,bank_transfer,1000
344,285,bank_transfer,800
345,286,credit_card,300
346,286,coupon,1300
347,287,credit_card,100
348,288,credit_card,700
349,289,bank_transfer,1100
350,290,credit_card,2200
351,291,credit_card,100
352,291,credit_card,600
353,292,bank_transfer,1300
354,293,bank_transfer,2700
355,293,bank_transfer,1100
356,294,gift_card,2800
357,294,coupon,1200
358,295,credit_card,2400
359,296,bank_transfer,600
360,297,credit_card,1400
361,297,bank_transfer,1900
362,298,credit_card,2700
363,299,credit_card,600
364,300,bank_transfer,2500
365,301,credit_card,300
366,302,credit_card,1400
367,303,bank_transfer,500
368,304,gift_card,1300
369,305,coupon,1900
370,306,coupon,900
371,306,coupon,3000
372,306,credit_card,1000
373,307,bank_transfer,800
374,307,credit_card,200
375,308,bank_transfer,2000
376,309,coupon,2900
377,310,credit_card,2300
378,311,credit_card,700
379,312,credit_card,2500
380,313,credit_card,1500
381,314,credit_card,2700
382,315,credit_card,200
383,316,credit_card,800
384,317,bank_transfer,1000
385,318,credit_card,1200
386,319,credit_card,1200
387,320,bank_transfer,2700
388,321,credit_card,2500
389,322,gift_card,800
390,323,bank_transfer,2000
391,324,credit_card,2100
392,325,credit_card,1800
393,325,credit_card,2900
394,326,coupon,1600
395,327,coupon,900
396,328,gift_card,100
397,329,coupon,2900
398,330,coupon,3000
399,331,bank_transfer,2100
400,332,gift_card,2200
401,333,bank_transfer,1200
402,334,credit_card,2300
403,334,coupon,900
404,334,credit_card,700
405,335,credit_card,1900
406,336,bank_transfer,2100
407,337,credit_card,2800
408,338,credit_card,2700
409,339,credit_card,2800
410,340,bank_transfer,700
411,341,gift_card,1800
412,342,bank_transfer,2600
413,343,credit_card,2600
414,344,credit_card,2900
415,345,credit_card,1700
416,345,credit_card,1100
417,346,bank_transfer,2600
418,346,gift_card,1300
419,346,coupon,1700
420,347,bank_transfer,1900
421,348,credit_card,1300
422,349,gift_card,700
423,350,credit_card,1500
424,351,bank_transfer,900
425,352,gift_card,100
426,353,coupon,2700
427,354,coupon,2600
428,355,credit_card,1700
429,356,bank_transfer,1400
430,357,credit_card,1800
431,358,coupon,1700
432,358,coupon,2600
433,358,bank_transfer,2500
434,359,bank_transfer,2700
435,360,credit_card,1500
436,361,coupon,2900
437,362,bank_transfer,900
438,363,credit_card,2800
439,364,credit_card,700
440,365,credit_card,800
441,365,bank_transfer,1600
442,366,bank_transfer,500
443,366,credit_card,3000
444,367,credit_card,500
445,368,bank_transfer,2200
446,368,credit_card,2700
447,369,credit_card,100
448,370,credit_card,2000
449,371,bank_transfer,2200
450,372,credit_card,1800
451,373,credit_card,2700
452,374,credit_card,2000
453,375,credit_card,1900
454,376,coupon,2400
455,377,credit_card,400
456,378,coupon,1100
457,379,bank_transfer,1300
458,380,gift_card,400
459,381,credit_card,1300
460,382,credit_card,100
461,383,credit_card,1700
462,383,gift_card,600
463,384,bank_transfer,1100
464,385,bank_transfer,1100
465,386,credit_card,1700
466,386,credit_card,900
467,387,bank_transfer,1200
468,388,bank_transfer,1900
469,389,bank_transfer,1400
470,390,bank_transfer,1100
471,390,credit_card,1000
472,391,credit_card,1700
473,392,bank_transfer,2700
474,393,bank_transfer,1800
475,394,credit_card,1500
476,395,coupon,2700
477,396,bank_transfer,500
478,397,coupon,2300
479,398,credit_card,2800
480,399,credit_card,200
481,400,gift_card,2100
482,401,coupon,1400
483,402,credit_card,2600
484,403,gift_card,1300
485,404,credit_card,800
486,405,gift_card,3000
487,406,coupon,1800
488,407,gift_card,1100
489,408,credit_card,1500
490,409,credit_card,1200
491,410,bank_transfer,2600
492,411,credit_card,1700
493,412,coupon,200
494,413,credit_card,1400
495,414,credit_card,700
496,415,gift_card,2800
497,416,bank_transfer,2500
498,416,credit_card,400
499,417,bank_transfer,300
500,418,coupon,1200
501,418,credit_card,600
502,419,gift_card,1200
503,420,credit_card,2100
504,421,gift_card,2500
505,422,bank_transfer,3000
506,423,credit_card,2500
507,424,coupon,600
508,425,coupon,1300
509,426,bank_transfer,2600
510,427,bank_transfer,2000
511,428,bank_transfer,1100
512,429,gift_card,200
513,430,credit_card,2600
514,431,credit_card,500
515,432,credit_card,100
516,433,bank_transfer,2200
517,433,gift_card,600
518,434,bank_transfer,1900
519,434,credit_card,100
520,435,bank_transfer,200
521,436,gift_card,100
522,437,bank_transfer,2000
523,438,credit_card,2900
524,439,bank_transfer,2000
525,440,credit_card,1700
526,441,gift_card,2900
527,442,credit_card,2100
528,442,gift_card,1600
529,443,bank_transfer,3000
530,444,bank_transfer,1000
531,445,credit_card,3000
532,445,credit_card,700
533,446,credit_card,2400
534,447,coupon,800
535,448,credit_card,1900
536,449,bank_transfer,600
537,450,credit_card,2800
538,451,credit_card,2900
539,452,credit_card,2400
540,453,credit_card,2900
541,454,bank_transfer,500
542,455,bank_transfer,2100
543,456,gift_card,2300
544,456,bank_transfer,2900
545,457,credit_card,2000
546,458,credit_card,1300
547,459,credit_card,2500
548,460,credit_card,2600
549,461,credit_card,1000
550,462,coupon,1200
551,463,credit_card,1000
552,464,bank_transfer,1800
553,464,bank_transfer,100
554,465,credit_card,500
555,465,coupon,700
556,466,bank_transfer,1200
557,467,bank_transfer,2400
558,468,bank_transfer,2000
559,468,credit_card,1600
560,469,coupon,400
561,470,bank_transfer,2600
562,471,bank_transfer,1100
563,472,bank_transfer,400
564,473,bank_transfer,900
565,474,bank_transfer,600
566,475,credit_card,2900
567,476,credit_card,2600
568,477,gift_card,2800
569,478,credit_card,1500
570,478,coupon,800
571,479,coupon,600
572,479,credit_card,1400
573,480,credit_card,2600
574,481,bank_transfer,2300
575,481,credit_card,2800
576,482,credit_card,2300
577,483,bank_transfer,2800
578,483,bank_transfer,500
579,484,credit_card,3000
580,485,bank_transfer,700
581,486,bank_transfer,800
582,487,bank_transfer,3000
583,487,credit_card,2900
584,488,credit_card,1800
585,489,credit_card,2800
586,490,credit_card,600
587,490,credit_card,1600
588,491,bank_transfer,2000
589,492,credit_card,1400
590,493,credit_card,800
591,494,credit_card,1200
592,494,gift_card,2600
593,494,credit_card,2300
594,495,coupon,1800
595,496,bank_transfer,200
596,497,credit_card,1900
597,498,bank_transfer,1300
598,499,bank_transfer,2000
599,500,gift_card,600
600,501,credit_card,1500
601,501,credit_card,2300
602,501,coupon,1000
603,502,credit_card,1800
604,503,credit_card,2700
605,504,bank_transfer,2300
606,505,credit_card,500
607,506,credit_card,100
608,507,bank_transfer,2000
609,508,gift_card,100
610,508,coupon,2000
611,509,bank_transfer,300
612,510,credit_card,700
613,511,bank_transfer,2200
614,511,credit_card,1500
615,512,credit_card,300
616,513,gift_card,2800
617,514,coupon,200
618,515,credit_card,300
619,516,credit_card,800
620,517,bank_transfer,1200
621,518,coupon,200
622,519,bank_transfer,2500
623,520,bank_transfer,2500
624,521,bank_transfer,1500
625,522,credit_card,1800
626,523,credit_card,1200
627,524,coupon,2200
628,524,coupon,400
629,524,bank_transfer,1800
630,525,credit_card,300
631,525,bank_transfer,2500
632,526,bank_transfer,400
633,527,credit_card,400
634,528,bank_transfer,700
635,529,bank_transfer,2100
636,530,credit_card,1500
637,531,bank_transfer,200
638,532,credit_card,2300
639,533,credit_card,2500
640,534,bank_transfer,1900
641,535,coupon,1200
642,536,credit_card,1100
643,537,bank_transfer,1800
644,538,credit_card,1700
645,539,credit_card,300
646,540,credit_card,1800
647,541,credit_card,2100
648,542,bank_transfer,1300
649,543,credit_card,2400
650,544,credit_card,1600
651,544,bank_transfer,500
652,545,credit_card,900
653,546,credit_card,200
654,547,credit_card,2900
655,548,credit_card,1000
656,549,bank_transfer,2000
657,550,bank_transfer,900
658,551,credit_card,1000
659,552,credit_card,100
660,553,credit_card,1500
661,554,bank_transfer,1000
662,555,bank_transfer,500
663,556,credit_card,300
664,557,credit_card,2600
665,558,credit_card,2300
666,559,credit_card,1700
667,560,coupon,2300
668,561,credit_card,800
669,562,credit_card,1900
670,563,credit_card,1400
671,564,bank_transfer,2700
672,565,credit_card,1600
673,565,credit_card,1100
674,566,coupon,2500
675,567,bank_transfer,600
676,568,bank_transfer,2300
677,569,credit_card,2100
678,570,gift_card,1500
679,571,bank_transfer,100
680,572,bank_transfer,2700
681,572,gift_card,800
682,573,bank_transfer,1900
683,574,credit_card,1200
684,575,credit_card,900
685,576,gift_card,500
686,577,credit_card,1700
687,578,credit_card,2400
688,579,bank_transfer,1500
689,580,coupon,1600
690,580,gift_card,600
691,581,bank_transfer,2500
692,582,gift_card,1200
693,583,bank_transfer,900
694,584,credit_card,500
695,585,gift_card,2900
696,585,bank_transfer,1800
697,585,credit_card,1200
698,586,credit_card,1600
699,587,credit_card,500
700,588,coupon,1300
701,589,gift_card,2100
702,590,credit_card,3000
703,590,credit_card,1300
704,591,bank_transfer,1100
705,592,credit_card,2200
706,593,coupon,2400
707,594,credit_card,1400
708,594,coupon,2300
709,595,coupon,1800
710,596,credit_card,200
711,596,bank_transfer,2600
712,597,bank_transfer,2600
713,598,coupon,300
714,599,bank_transfer,2500
715,600,credit_card,1400
716,601,credit_card,1000
717,602,bank_transfer,2800
718,602,bank_transfer,500
719,603,credit_card,800
720,604,credit_card,1800
721,605,credit_card,1900
722,606,bank_transfer,2500
723,607,credit_card,400
724,608,bank_transfer,2800
725,609,gift_card,2100
726,610,bank_transfer,3000
727,611,credit_card,1700
728,612,credit_card,2900
729,613,credit_card,800
730,614,credit_card,1200
731,615,credit_card,1200
732,616,coupon,2600
733,617,credit_card,1400
734,618,coupon,1900
735,619,bank_transfer,1400
736,620,bank_transfer,2100
737,621,credit_card,1100
738,622,coupon,2400
739,623,bank_transfer,2200
740,624,coupon,400
741,625,bank_transfer,600
742,626,credit_card,2500
743,627,coupon,2400
744,628,credit_card,900
745,629,credit_card,1900
746,629,credit_card,300
747,630,credit_card,2200
748,631,bank_transfer,1800
749,631,coupon,1000
750,632,credit_card,1000
751,633,bank_transfer,1700
752,634,credit_card,600
753,635,credit_card,2700
754,636,bank_transfer,900
755,637,credit_card,600
756,638,credit_card,3000
757,639,gift_card,600
758,640,bank_transfer,1300
759,641,bank_transfer,2200
760,642,coupon,2300
761,643,credit_card,400
762,644,bank_transfer,2900
763,645,credit_card,300
764,645,bank_transfer,2700
765,646,credit_card,3000
766,647,bank_transfer,2800
767,647,credit_card,1200
768,648,bank_transfer,1100
769,649,coupon,400
770,649,bank_transfer,1400
771,650,credit_card,2500
772,651,credit_card,1100
773,652,gift_card,1600
774,653,gift_card,2400
775,653,bank_transfer,1000
776,654,coupon,2500
777,655,gift_card,600
778,656,credit_card,600
779,657,credit_card,1300
780,657,coupon,200
781,658,credit_card,2000
782,659,bank_transfer,300
783,660,bank_transfer,300
784,660,gift_card,500
785,661,credit_card,800
786,662,credit_card,600
787,662,bank_transfer,1900
788,663,bank_transfer,600
789,664,coupon,600
790,664,gift_card,700
791,664,credit_card,2800
792,665,credit_card,1100
793,666,credit_card,600
794,667,gift_card,1600
795,667,credit_card,1400
796,668,coupon,2500
797,669,credit_card,1800
798,670,gift_card,2200
799,671,credit_card,2000
800,672,credit_card,1500
801,673,credit_card,1300
802,674,credit_card,300
803,675,credit_card,1700
804,676,credit_card,800
805,677,credit_card,2600
806,678,bank_transfer,500
807,679,credit_card,600
808,680,credit_card,2100
809,680,bank_transfer,800
810,681,credit_card,2300
811,682,credit_card,2000
812,683,coupon,1000
813,684,credit_card,1400
814,685,credit_card,2900
815,686,credit_card,2500
816,686,credit_card,2100
817,687,bank_transfer,600
818,688,coupon,400
819,689,credit_card,1100
820,690,bank_transfer,2300
821,691,coupon,2400
822,691,credit_card,1900
823,691,credit_card,1900
824,692,bank_transfer,3000
825,693,credit_card,1400
826,694,credit_card,1000
827,695,coupon,900
828,695,bank_transfer,300
829,696,credit_card,2100
830,697,coupon,1100
831,697,coupon,1500
832,698,gift_card,2200
833,699,credit_card,800
834,700,coupon,1700
835,701,credit_card,100
836,702,bank_transfer,400
837,703,bank_transfer,1700
838,704,credit_card,100
839,705,coupon,600
840,705,bank_transfer,1600
841,706,bank_transfer,2700
842,706,gift_card,1200
843,707,bank_transfer,1400
844,708,bank_transfer,300
845,709,credit_card,2600
846,710,bank_transfer,2300
847,711,credit_card,1600
848,711,credit_card,1300
849,712,bank_transfer,2500
850,713,coupon,2800
851,714,credit_card,1900
852,715,credit_card,100
853,716,credit_card,2400
854,717,credit_card,200
855,718,credit_card,100
856,718,credit_card,2800
857,719,credit_card,600
858,719,credit_card,3000
859,720,credit_card,700
860,721,credit_card,2000
861,722,gift_card,1400
862,722,coupon,2000
863,723,credit_card,2400
864,724,credit_card,1000
865,725,gift_card,500
866,726,credit_card,1800
867,727,gift_card,2700
868,727,bank_transfer,1800
869,728,bank_transfer,500
870,729,credit_card,1500
871,730,bank_transfer,1000
872,731,coupon,200
873,732,bank_transfer,800
874,732,credit_card,2900
875,733,credit_card,1200
876,734,credit_card,400
877,735,coupon,2100
878,736,credit_card,2900
879,737,credit_card,100
880,737,credit_card,1300
881,738,bank_transfer,700
882,739,bank_transfer,1400
883,740,bank_transfer,1300
884,741,credit_card,1100
885,742,coupon,2500
886,743,credit_card,200
887,744,coupon,2800
888,745,bank_transfer,1100
889,746,bank_transfer,2500
890,747,credit_card,2200
891,748,bank_transfer,1000
892,749,bank_transfer,700
893,750,coupon,1200
894,751,coupon,2700
895,751,bank_transfer,2700
896,752,bank_transfer,700
897,753,credit_card,1200
898,753,credit_card,2700
899,754,credit_card,1800
900,754,gift_card,500
901,755,bank_transfer,3000
902,756,gift_card,1800
903,757,bank_transfer,1600
904,758,credit_card,900
905,759,credit_card,800
906,760,bank_transfer,1900
907,761,coupon,1700
908,762,credit_card,900
909,763,credit_card,1400
910,764,coupon,400
911,765,gift_card,1800
912,765,credit_card,1700
913,766,bank_transfer,2000
914,767,credit_card,1300
915,768,bank_transfer,1900
916,769,gift_card,2000
917,770,coupon,2700
918,771,coupon,2200
919,772,bank_transfer,3000
920,773,credit_card,2800
921,774,credit_card,200
922,775,credit_card,2900
923,776,bank_transfer,300
924,777,credit_card,2700
925,778,gift_card,2400
926,779,bank_transfer,800
927,780,credit_card,3000
928,781,bank_transfer,1900
929,781,credit_card,2900
930,782,credit_card,1400
931,783,credit_card,2700
932,783,bank_transfer,2700
933,784,coupon,700
934,785,coupon,1600
935,786,coupon,2800
936,787,bank_transfer,2000
937,788,credit_card,400
938,788,credit_card,700
939,789,bank_transfer,1200
940,790,bank_transfer,1600
941,791,credit_card,2700
942,792,credit_card,100
943,793,coupon,1000
944,793,bank_transfer,2600
945,794,credit_card,2100
946,795,credit_card,2000
947,796,gift_card,2200
948,796,bank_transfer,1800
949,797,bank_transfer,1800
950,798,credit_card,2800
951,799,credit_card,1200
952,800,credit_card,2000
953,800,credit_card,2600
954,801,credit_card,100
955,802,credit_card,1900
956,803,bank_transfer,200
957,804,credit_card,100
958,805,credit_card,700
959,805,credit_card,1900
960,806,bank_transfer,1700
961,807,gift_card,800
962,808,credit_card,900
963,809,bank_transfer,1700
964,810,credit_card,1500
965,811,bank_transfer,700
966,812,gift_card,2300
967,813,bank_transfer,1700
968,814,credit_card,600
969,815,credit_card,600
970,816,credit_card,2900
971,817,credit_card,2500
972,818,bank_transfer,900
973,818,gift_card,1100
974,819,coupon,200
975,820,bank_transfer,100
976,821,credit_card,500
977,822,credit_card,300
978,822,credit_card,100
979,823,bank_transfer,1300
980,823,coupon,2500
981,823,credit_card,500
982,824,credit_card,2700
983,824,coupon,500
984,825,credit_card,700
985,826,credit_card,800
986,827,credit_card,1200
987,828,credit_card,600
988,828,gift_card,200
989,829,credit_card,2700
990,830,credit_card,2300
991,831,bank_transfer,2300
992,832,bank_transfer,1200
993,833,credit_card,2200
994,833,bank_transfer,1900
995,834,gift_card,2200
996,835,credit_card,1500
997,835,credit_card,2600
998,836,gift_card,700
999,837,credit_card,800
1000,838,credit_card,1600
1001,838,bank_transfer,1900
1002,839,gift_card,2200
1003,840,credit_card,2800
1004,841,bank_transfer,3000
1005,842,bank_transfer,1100
1006,842,coupon,600
1007,843,bank_transfer,2900
1008,844,bank_transfer,2500
1009,845,credit_card,2300
1010,846,bank_transfer,2900
1011,847,bank_transfer,1200
1012,847,coupon,100
1013,848,gift_card,2400
1014,848,credit_card,1100
1015,848,coupon,1600
1016,849,bank_transfer,2400
1017,850,gift_card,1600
1018,851,bank_transfer,2100
1019,851,bank_transfer,2300
1020,852,credit_card,1600
1021,852,credit_card,800
1022,852,credit_card,1900
1023,853,gift_card,500
1024,854,gift_card,1000
1025,855,bank_transfer,2300
1026,856,credit_card,1600
1027,857,credit_card,2300
1028,858,gift_card,2000
1029,859,credit_card,2600
1030,860,bank_transfer,2600
1031,861,coupon,200
1032,862,credit_card,1000
1033,863,bank_transfer,2200
1034,864,credit_card,1900
1035,865,coupon,800
1036,866,bank_transfer,1000
1037,867,coupon,400
1038,868,bank_transfer,900
1039,869,credit_card,2500
1040,869,credit_card,1400
1041,870,credit_card,200
1042,870,gift_card,1100
1043,871,bank_transfer,2000
1044,872,bank_transfer,400
1045,873,bank_transfer,2100
1046,874,bank_transfer,100
1047,875,credit_card,2800
1048,876,credit_card,2900
1049,877,credit_card,400
1050,877,bank_transfer,1900
1051,878,credit_card,600
1052,879,coupon,2800
1053,880,credit_card,100
1054,881,credit_card,2200
1055,881,coupon,2500
1056,882,credit_card,1400
1057,883,bank_transfer,2200
1058,884,bank_transfer,500
1059,885,coupon,600
1060,886,bank_transfer,2100
1061,887,bank_transfer,2600
1062,888,bank_transfer,2800
1063,889,coupon,600
1064,890,credit_card,2400
1065,891,bank_transfer,1700
1066,892,bank_transfer,2400
1067,893,credit_card,500
1068,894,bank_transfer,1600
1069,895,bank_transfer,500
1070,896,credit_card,1800
1071,897,bank_transfer,1900
1072,898,bank_transfer,500
1073,899,credit_card,2100
1074,900,credit_card,700
1075,901,gift_card,2700
1076,902,coupon,2700
1077,903,gift_card,800
1078,904,credit_card,2000
1079,905,credit_card,300
1080,906,bank_transfer,2700
1081,907,bank_transfer,1400
1082,908,gift_card,2100
1083,909,credit_card,2700
1084,910,bank_transfer,1100
1085,911,credit_card,1100
1086,912,credit_card,1700
1087,913,gift_card,2000
1088,914,bank_transfer,1000
1089,915,bank_transfer,900
1090,916,credit_card,2300
1091,916,bank_transfer,700
1092,917,bank_transfer,200
1093,918,bank_transfer,2400
1094,919,credit_card,1400
1095,920,credit_card,1200
1096,921,credit_card,2700
1097,922,gift_card,2500
1098,923,credit_card,1800
1099,924,coupon,1100
1100,925,gift_card,2800
1101,926,bank_transfer,600
1102,926,credit_card,2600
1103,927,gift_card,1700
1104,927,credit_card,2500
1105,928,gift_card,400
1106,928,bank_transfer,900
1107,929,credit_card,1500
1108,930,bank_transfer,1600
1109,931,bank_transfer,2100
1110,932,coupon,1200
1111,933,bank_transfer,3000
1112,934,bank_transfer,400
1113,935,credit_card,1200
1114,936,credit_card,1100
1115,937,bank_transfer,3000
1116,938,credit_card,2700
1117,939,credit_card,1400
1118,940,credit_card,1700
1119,941,credit_card,2200
1120,941,credit_card,2600
1121,942,credit_card,2400
1122,943,bank_transfer,2500
1123,944,credit_card,1400
1124,945,coupon,500
1125,945,gift_card,100
1126,946,credit_card,900
1127,946,credit_card,2700
1128,947,credit_card,1500
1129,947,bank_transfer,900
1130,948,credit_card,1800
1131,949,credit_card,1500
1132,949,credit_card,1000
1133,950,credit_card,900
1134,951,bank_transfer,2500
1135,951,coupon,1900
1136,952,bank_transfer,2900
1137,953,credit_card,2000
1138,954,bank_transfer,1900
